V4_1,Data Marking,calendar-years,time,admin-geography,geography,week-number,week,recorded-deaths,deaths
946,,2011,2011,E12000007,London,week-10,Week 10,total-registered-deaths,Total registered deaths
1191,,2013,2013,E12000009,South West,week-4,Week 04,total-registered-deaths,Total registered deaths
942,,2013,2013,E12000009,South West,week-19,Week 19,total-registered-deaths,Total registered deaths
784,,2011,2011,E12000007,London,week-17,Week 17,total-registered-deaths,Total registered deaths
1559,,2011,2011,E12000008,South East,week-5,Week 05,total-registered-deaths,Total registered deaths
725,,2013,2013,W92000004,Wales,week-1,Week 01,total-registered-deaths,Total registered deaths
589,,2013,2013,W92000004,Wales,week-40,Week 40,total-registered-deaths,Total registered deaths
1267,,2011,2011,E12000008,South East,week-33,Week 33,total-registered-deaths,Total registered deaths
925,,2011,2011,E12000009,South West,week-48,Week 48,total-registered-deaths,Total registered deaths
8638,,2011,2011,K04000001,England and Wales,week-42,Week 42,total-registered-deaths,Total registered deaths
630,,2011,2011,W92000004,Wales,week-10,Week 10,total-registered-deaths,Total registered deaths
612,,2010,2010,E12000001,North East,week-2,Week 02,total-registered-deaths,Total registered deaths
9828,,2011,2011,K04000001,England and Wales,week-49,Week 49,total-registered-deaths,Total registered deaths
496,,2011,2011,E12000001,North East,week-20,Week 20,total-registered-deaths,Total registered deaths
768,,2010,2010,E12000003,Yorkshire and The Humber,week-13,Week 13,total-registered-deaths,Total registered deaths
930,,2010,2010,E12000005,West Midlands,week-20,Week 20,total-registered-deaths,Total registered deaths
486,,2018,2018,E12000001,North East,week-31,Week 31,total-registered-deaths,Total registered deaths
11913,,2018,2018,K04000001,England and Wales,week-12,Week 12,total-registered-deaths,Total registered deaths
496,,2011,2011,E12000001,North East,week-48,Week 48,total-registered-deaths,Total registered deaths
1149,,2010,2010,E12000006,East of England,week-8,Week 08,total-registered-deaths,Total registered deaths
1690,,2018,2018,E12000002,North West,week-11,Week 11,total-registered-deaths,Total registered deaths
443,,2011,2011,E12000001,North East,week-52,Week 52,total-registered-deaths,Total registered deaths
7131,,2018,2018,K04000001,England and Wales,week-52,Week 52,total-registered-deaths,Total registered deaths
897,,2010,2010,E12000006,East of England,week-25,Week 25,total-registered-deaths,Total registered deaths
769,,2018,2018,E12000003,Yorkshire and The Humber,week-22,Week 22,total-registered-deaths,Total registered deaths
1328,,2011,2011,E12000002,North West,week-19,Week 19,total-registered-deaths,Total registered deaths
516,,2018,2018,E12000001,North East,week-17,Week 17,total-registered-deaths,Total registered deaths
777,,2010,2010,E12000007,London,week-30,Week 30,total-registered-deaths,Total registered deaths
762,,2018,2018,E12000004,East Midlands,week-30,Week 30,total-registered-deaths,Total registered deaths
674,,2011,2011,E12000004,East Midlands,week-29,Week 29,total-registered-deaths,Total registered deaths
2113,,2018,2018,E12000002,North West,week-2,Week 02,total-registered-deaths,Total registered deaths
1728,,2018,2018,E12000002,North West,week-5,Week 05,total-registered-deaths,Total registered deaths
873,,2018,2018,E12000004,East Midlands,week-50,Week 50,total-registered-deaths,Total registered deaths
1010,,2010,2010,E12000009,South West,week-46,Week 46,total-registered-deaths,Total registered deaths
814,,2011,2011,E12000007,London,week-29,Week 29,total-registered-deaths,Total registered deaths
1152,,2018,2018,E12000002,North West,week-36,Week 36,total-registered-deaths,Total registered deaths
971,,2018,2018,E12000005,West Midlands,week-25,Week 25,total-registered-deaths,Total registered deaths
879,,2010,2010,W92000004,Wales,week-1,Week 01,total-registered-deaths,Total registered deaths
873,,2011,2011,E12000007,London,week-33,Week 33,total-registered-deaths,Total registered deaths
1403,,2018,2018,E12000002,North West,week-45,Week 45,total-registered-deaths,Total registered deaths
998,,2018,2018,E12000005,West Midlands,week-27,Week 27,total-registered-deaths,Total registered deaths
695,,2010,2010,W92000004,Wales,week-49,Week 49,total-registered-deaths,Total registered deaths
656,,2011,2011,W92000004,Wales,week-4,Week 04,total-registered-deaths,Total registered deaths
886,,2018,2018,E12000003,Yorkshire and The Humber,week-19,Week 19,total-registered-deaths,Total registered deaths
1095,,2018,2018,E12000007,London,week-12,Week 12,total-registered-deaths,Total registered deaths
986,,2018,2018,E12000009,South West,week-38,Week 38,total-registered-deaths,Total registered deaths
11762,,2010,2010,K04000001,England and Wales,week-3,Week 03,total-registered-deaths,Total registered deaths
,x,2017,2017,K04000001,England and Wales,week-53,Week 53,total-registered-deaths,Total registered deaths
904,,2018,2018,E12000003,Yorkshire and The Humber,week-39,Week 39,total-registered-deaths,Total registered deaths
1076,,2018,2018,E12000009,South West,week-49,Week 49,total-registered-deaths,Total registered deaths
673,,2018,2018,W92000004,Wales,week-48,Week 48,total-registered-deaths,Total registered deaths
7708,,2010,2010,K04000001,England and Wales,week-35,Week 35,total-registered-deaths,Total registered deaths
830,,2018,2018,E12000004,East Midlands,week-49,Week 49,total-registered-deaths,Total registered deaths
1712,,2019,2019,E12000002,North West,week-51,Week 51,total-registered-deaths,Total registered deaths
535,,2010,2010,E12000001,North East,week-9,Week 09,total-registered-deaths,Total registered deaths
1441,,2018,2018,E12000005,West Midlands,week-5,Week 05,total-registered-deaths,Total registered deaths
1102,,2019,2019,E12000003,Yorkshire and The Humber,week-50,Week 50,total-registered-deaths,Total registered deaths
1495,,2010,2010,E12000002,North West,week-4,Week 04,total-registered-deaths,Total registered deaths
1081,,2010,2010,E12000002,North West,week-35,Week 35,total-registered-deaths,Total registered deaths
1031,,2010,2010,E12000003,Yorkshire and The Humber,week-4,Week 04,total-registered-deaths,Total registered deaths
1080,,2019,2019,E12000005,West Midlands,week-46,Week 46,total-registered-deaths,Total registered deaths
999,,2018,2018,E12000006,East of England,week-37,Week 37,total-registered-deaths,Total registered deaths
1024,,2019,2019,E12000006,East of England,week-30,Week 30,total-registered-deaths,Total registered deaths
1431,,2019,2019,E12000008,South East,week-27,Week 27,total-registered-deaths,Total registered deaths
1578,,2018,2018,E12000008,South East,week-14,Week 14,total-registered-deaths,Total registered deaths
1442,,2018,2018,E12000008,South East,week-24,Week 24,total-registered-deaths,Total registered deaths
757,,2010,2010,E12000004,East Midlands,week-20,Week 20,total-registered-deaths,Total registered deaths
718,,2019,2019,W92000004,Wales,week-1,Week 01,total-registered-deaths,Total registered deaths
1387,,2018,2018,E12000008,South East,week-40,Week 40,total-registered-deaths,Total registered deaths
856,,2010,2010,E12000005,West Midlands,week-37,Week 37,total-registered-deaths,Total registered deaths
845,,2010,2010,E12000006,East of England,week-22,Week 22,total-registered-deaths,Total registered deaths
1314,,2018,2018,E12000009,South West,week-8,Week 08,total-registered-deaths,Total registered deaths
1000,,2014,2014,E12000005,West Midlands,week-15,Week 15,total-registered-deaths,Total registered deaths
1226,,2010,2010,E12000007,London,week-1,Week 01,total-registered-deaths,Total registered deaths
482,,2019,2019,E12000001,North East,week-37,Week 37,total-registered-deaths,Total registered deaths
775,,2014,2014,E12000006,East of England,week-22,Week 22,total-registered-deaths,Total registered deaths
1186,,2010,2010,E12000007,London,week-3,Week 03,total-registered-deaths,Total registered deaths
558,,2019,2019,E12000001,North East,week-49,Week 49,total-registered-deaths,Total registered deaths
1495,,2019,2019,E12000002,North West,week-8,Week 08,total-registered-deaths,Total registered deaths
1159,,2014,2014,E12000009,South West,week-18,Week 18,total-registered-deaths,Total registered deaths
889,,2010,2010,E12000007,London,week-46,Week 46,total-registered-deaths,Total registered deaths
856,,2019,2019,E12000004,East Midlands,week-17,Week 17,total-registered-deaths,Total registered deaths
848,,2014,2014,E12000009,South West,week-35,Week 35,total-registered-deaths,Total registered deaths
567,,2010,2010,W92000004,Wales,week-38,Week 38,total-registered-deaths,Total registered deaths
,x,2018,2018,W92000004,Wales,week-53,Week 53,total-registered-deaths,Total registered deaths
749,,2019,2019,E12000004,East Midlands,week-33,Week 33,total-registered-deaths,Total registered deaths
999,,2014,2014,E12000009,South West,week-47,Week 47,total-registered-deaths,Total registered deaths
,x,2017,2017,E12000002,North West,week-53,Week 53,total-registered-deaths,Total registered deaths
,x,2017,2017,E12000003,Yorkshire and The Humber,week-53,Week 53,total-registered-deaths,Total registered deaths
774,,2019,2019,E12000004,East Midlands,week-37,Week 37,total-registered-deaths,Total registered deaths
962,,2019,2019,E12000005,West Midlands,week-29,Week 29,total-registered-deaths,Total registered deaths
12039,,2015,2015,K04000001,England and Wales,week-6,Week 06,total-registered-deaths,Total registered deaths
,x,2011,2011,E12000007,London,week-53,Week 53,total-registered-deaths,Total registered deaths
975,,2019,2019,E12000007,London,week-11,Week 11,total-registered-deaths,Total registered deaths
10365,,2015,2015,K04000001,England and Wales,week-49,Week 49,total-registered-deaths,Total registered deaths
1025,,2019,2019,E12000007,London,week-48,Week 48,total-registered-deaths,Total registered deaths
622,,2015,2015,E12000001,North East,week-10,Week 10,total-registered-deaths,Total registered deaths
1927,,2019,2019,E12000008,South East,week-2,Week 02,total-registered-deaths,Total registered deaths
438,,2015,2015,E12000001,North East,week-36,Week 36,total-registered-deaths,Total registered deaths
1032,,2019,2019,E12000009,South West,week-25,Week 25,total-registered-deaths,Total registered deaths
1466,,2015,2015,E12000002,North West,week-8,Week 08,total-registered-deaths,Total registered deaths
11061,,2014,2014,K04000001,England and Wales,week-3,Week 03,total-registered-deaths,Total registered deaths
1068,,2015,2015,E12000003,Yorkshire and The Humber,week-8,Week 08,total-registered-deaths,Total registered deaths
9359,,2014,2014,K04000001,England and Wales,week-17,Week 17,total-registered-deaths,Total registered deaths
1400,,2015,2015,E12000005,West Midlands,week-4,Week 04,total-registered-deaths,Total registered deaths
522,,2014,2014,E12000001,North East,week-11,Week 11,total-registered-deaths,Total registered deaths
1348,,2014,2014,E12000002,North West,week-17,Week 17,total-registered-deaths,Total registered deaths
1229,,2015,2015,E12000005,West Midlands,week-6,Week 06,total-registered-deaths,Total registered deaths
1330,,2014,2014,E12000002,North West,week-48,Week 48,total-registered-deaths,Total registered deaths
994,,2015,2015,E12000005,West Midlands,week-15,Week 15,total-registered-deaths,Total registered deaths
832,,2014,2014,E12000007,London,week-39,Week 39,total-registered-deaths,Total registered deaths
472,,2015,2015,E12000001,North East,week-23,Week 23,total-registered-deaths,Total registered deaths
949,,2015,2015,E12000005,West Midlands,week-19,Week 19,total-registered-deaths,Total registered deaths
528,,2015,2015,E12000001,North East,week-24,Week 24,total-registered-deaths,Total registered deaths
989,,2015,2015,E12000006,East of England,week-21,Week 21,total-registered-deaths,Total registered deaths
841,,2015,2015,E12000003,Yorkshire and The Humber,week-14,Week 14,total-registered-deaths,Total registered deaths
1030,,2015,2015,E12000006,East of England,week-42,Week 42,total-registered-deaths,Total registered deaths
1542,,2015,2015,E12000005,West Midlands,week-3,Week 03,total-registered-deaths,Total registered deaths
915,,2015,2015,E12000007,London,week-48,Week 48,total-registered-deaths,Total registered deaths
1022,,2015,2015,E12000006,East of England,week-43,Week 43,total-registered-deaths,Total registered deaths
1352,,2015,2015,E12000008,South East,week-14,Week 14,total-registered-deaths,Total registered deaths
1003,,2015,2015,E12000009,South West,week-44,Week 44,total-registered-deaths,Total registered deaths
801,,2015,2015,W92000004,Wales,week-5,Week 05,total-registered-deaths,Total registered deaths
597,,2015,2015,W92000004,Wales,week-26,Week 26,total-registered-deaths,Total registered deaths
8941,,2017,2017,K04000001,England and Wales,week-31,Week 31,total-registered-deaths,Total registered deaths
539,,2017,2017,E12000001,North East,week-37,Week 37,total-registered-deaths,Total registered deaths
9689,,2017,2017,K04000001,England and Wales,week-39,Week 39,total-registered-deaths,Total registered deaths
1279,,2017,2017,E12000002,North West,week-18,Week 18,total-registered-deaths,Total registered deaths
10275,,2017,2017,K04000001,England and Wales,week-46,Week 46,total-registered-deaths,Total registered deaths
882,,2017,2017,E12000004,East Midlands,week-17,Week 17,total-registered-deaths,Total registered deaths
10538,,2017,2017,K04000001,England and Wales,week-48,Week 48,total-registered-deaths,Total registered deaths
